reference,prediction,wer,substitutions,deletions,insertions,ref_len_words,severity
"ගොඩක් කාලෙකට කලින් ""අරලිය"" පත්තරේ",ගොඩක් කාලෙකට කලින් අරලිය පත්තරේ,0.0,0,0,0,5,exact_match
අපි කුඩා කාලයේත්,අපි කුඩා කාලයේත්,0.0,0,0,0,3,exact_match
ජනතාව සතු වන බව,ජනතාව සතු වන බව,0.0,0,0,0,4,exact_match
එහෙත් එම දර්ශන,එහෙත් එම දර්ශන,0.0,0,0,0,3,exact_match
එදා රජවරු හිටියා,එදා රජවරු හිටියා,0.0,0,0,0,3,exact_match
ඔයා කියන හැටියට හුගක් වටින දෙයක්.,ඔයා කියන හැටියට හුගක් වටින දෙයක්.,0.0,0,0,0,6,exact_match
උඹට පිස්සු ද බං,උඹට පිස්සු ද බං,0.0,0,0,0,4,exact_match
අද ඔබ ඊජිප්තුවේ දකිමින් සිටින්නේ,අද ඔබ ඊජිප්තුවේ දකිමින් සිටින්නේ,0.0,0,0,0,5,exact_match
ඔවුන්ට ගොඩක් සතුටුයි.,ඔවුන්ට ගොඩක් සතුටුයි.,0.0,0,0,0,3,exact_match
අපි එහෙනම් හයවන කොටසත්,අපි එහෙනම් හයවන කොටසත්,0.0,0,0,0,4,exact_match
කියන්නේ ඕකට තමයි.,කියන්නේ ඕකට තමයි.,0.0,0,0,0,3,exact_match
බිරිඳත් සමඟ රාත්‍රියේ එසේ කීවේ,බිරිඳත් සමඟ රාත්‍රියේ එසේ කීවේ,0.0,0,0,0,5,exact_match
ආසාවෙන් කියවීමට අපහසුවක් හෝ,ආසාවෙන් කියවීමට අපහසුවක් හෝ,0.0,0,0,0,4,exact_match
හමුව ඇත.,හමුව ඇත.,0.0,0,0,0,2,exact_match
බුද්ධ භාෂිතය ආශිර්වාදාත්මක ව,බුද්ධ භාෂිතය ආශිර්වාදාත්මක ව,0.0,0,0,0,4,exact_match
ආගමික කටයුතුවලට සිත වැඩි වශයෙන්,ආගමික කටයුතුවලට සිත වැඩි වශයෙන්,0.0,0,0,0,5,exact_match
"රූප, වේදනා, සඤ්ඤා, සංඛාර, විඤ්ඤාණ යන සියල්ලම දුකකි.","රූප, වේදනා, සඤ්ඤා, සංඛාර, විඤ්ඤාණ යන සියල්ලම දුකකි.",0.0,0,0,0,8,exact_match
ලංකාවේ බොහෝ මාර්ග එහි තිබෙනවා,ලංකාවේ බොහෝ මාර්ග එහි තිබෙනවා.,0.0,0,0,0,5,exact_match
අපි සියලු දෙනාගේ ම සහයෝගය සහිත ව,අපි සියලු දෙනාගේ ම සහයෝගය සහිත ව,0.0,0,0,0,7,exact_match
කරන්නේ නැහැ.,කරන්නේ නැහැ.,0.0,0,0,0,2,exact_match
හරියට හරි සිතිජ,හරියට හරි සිතිජ,0.0,0,0,0,3,exact_match
කතරගම වෙන ම ස්වාධීන රාජ්‍යයක් ව,කතරගම වෙන ම ස්වාධීන රාජ්‍යයක් ව,0.0,0,0,0,6,exact_match
එක එක කතන්දර හදන්නේ,එක එක කතන්දර හදන්නේ,0.0,0,0,0,4,exact_match
නමුත් එය ක්‍රියාත්මක නොවේ.,නමුත් එය ක්‍රියාත්මක නොවේ.,0.0,0,0,0,4,exact_match
සම්බුදු ධාතු නිධන් කර සෑදූ,සම්බුදු ධාතු නිධන් කර සෑදූ,0.0,0,0,0,5,exact_match
සාමාන්‍ය අධ්‍යාපනයක් ලබා ඇත්තෙකුට පවා,සාමාන්‍ය අධ්‍යාපනයක් ලබා ඇත්තෙකුට පවා,0.0,0,0,0,5,exact_match
බෞද්ධ සංස්කෘතිය පිළිගන්නා ලාංකික සමාජයේ,බෞද්ධ සංස්කෘතිය පිළිගන්නා ලාංකික සමාජයේ,0.0,0,0,0,5,exact_match
මේ ආකාරයට තමා හස්තියා රකින්නෙකු බවට පත්වෙන්නේ,මේ ආකාරයට තමා හස්තියා රකින්නෙකු බවට පත්වෙන්නේ.,0.0,0,0,0,7,exact_match
බලාපොරොත්තු පරිදිම ඉටු කර ගැනීමට හැකි වේ.,බලාපොරොත්තු පරිදිම ඉටු කර ගැනීමට හැකි වේ,0.0,0,0,0,7,exact_match
අවලාද නැතුව දෙනවා,අවලාද නැතුව දෙනවා,0.0,0,0,0,3,exact_match
මුද්‍රිත ලිපියකට ගන්න ඒක ඕනේ.,මුද්‍රිත ලිපියකට ගන්න ඒක ඕනේ.,0.0,0,0,0,5,exact_match
සිංහල බුද්ධාගම යනු,සිංහල බුද්ධාගම යනු,0.0,0,0,0,3,exact_match
දිරිය ලැබෙන්නේ.,දිරිය ලැබෙන්නේ.,0.0,0,0,0,2,exact_match
සමාධිය ටික ටික නමුත් සෝතාපන්න අයටත් තියෙනවා,සමාධිය ටික ටික නමුත් සෝතාපන්න අයටත් තියෙනවා,0.0,0,0,0,7,exact_match
එහෙම ලියන්න අමාරුයි,එහෙම ලියන්න අමාරුයි,0.0,0,0,0,3,exact_match
එහෙව් තැනක ජීවත් වෙන නරුමයෝ,එහෙව් තැනක ජීවත් වෙන නරුමයෝ,0.0,0,0,0,5,exact_match
ඔයා දුන්න හින්ද ම,ඔයා දුන්න හින්ද ම,0.0,0,0,0,4,exact_match
පුද්ගලයා නිසා තනතුර බබලනවා,පුද්ගලයා නිසා තනතුර බබලනවා.,0.0,0,0,0,4,exact_match
උඹ බබා වගේ අහනවා,උඹ බබා වගේ අහනවා,0.0,0,0,0,4,exact_match
එක් එක් පිටක අනුව භාණක,එක් එක් පිටක අනුව භාණක,0.0,0,0,0,5,exact_match
මව ශෝකයෙන් කෑ මොර දුන්නා ය,මව ශෝකයෙන් කෑ මොර දුන්නා ය,0.0,0,0,0,6,exact_match
අද බෙහෙත් කියල දෙන,අද බෙහෙත් කියල දෙන,0.0,0,0,0,4,exact_match
මේ බ්ලොග් මාධ්‍යයෙන් කතා කළ යුතුයි.,මේ බ්ලොග් මාධ්‍යයෙන් කතා කළ යුතුයි,0.0,0,0,0,6,exact_match
රජයේ වියදමින්,රජයේ වියදමින්,0.0,0,0,0,2,exact_match
බුදුන් වහන්සේ ධර්ම දේශනා කරන අවස්ථාවක,බුදුන් වහන්සේ ධර්ම දේශනා කරන අවස්ථාවක,0.0,0,0,0,6,exact_match
බෞද්ධ ආර්ථික චින්තනයට එකඟ නොවන්නකි.,බෞද්ධ ආර්ථික චින්තනයට එකඟ නොවන්නකි.,0.0,0,0,0,5,exact_match
එක වෙසක් සමයක නගරයේ තොරණක් පමණ නිර්මාණය වුණා,එක වෙසක් සමයක නගරයේ තොරණක් පමණ නිර්මාණය වුණා,0.0,0,0,0,8,exact_match
තවත් බලාපොරොත්තුවක් තියෙනවා,තවත් බලාපොරොත්තුවක් තියෙනවා.,0.0,0,0,0,3,exact_match
ඉතින් කොල්ල ගිහින්,ඉතින් කොල්ල ගිහින්,0.0,0,0,0,3,exact_match
මෙවැනි පුද්ගලයන් දිගින් දිගට ම සිටියහොත්,මෙවැනි පුද්ගලයන් දිගින් දිගට ම සිටියහොත්,0.0,0,0,0,6,exact_match
දහම් ඇසීමේ වාසනාව,දහම් ඇසීමේ වාසනාව,0.0,0,0,0,3,exact_match
අනිත් වෙලාවල් වලදීත්,අනිත් වෙලාවල් වලදීත්,0.0,0,0,0,3,exact_match
අලියා ඇයි,අලියා ඇයි,0.0,0,0,0,2,exact_match
ඝාතනය කළ කුරිරු පාලකයාගෙන්,ඝාතනය කළ කුරිරු පාලකයාගෙන්,0.0,0,0,0,4,exact_match
ඊට පෙර අධ්‍යාපනයට හිත යොමු කිරීම,ඊට පෙර අධ්‍යාපනයට හිත යොමු කිරීම,0.0,0,0,0,6,exact_match
අලුත් දෙයක් ගැන ලස්සන සටහනක්,අලුත් දෙයක් ගැන ලස්සන සටහනක්,0.0,0,0,0,5,exact_match
සිහියෙන් යුතු ව ගත කිරීම මහත් ලාභයකි.,සිහියෙන් යුතු ව ගත කිරීම මහත් ලාභයකි.,0.0,0,0,0,7,exact_match
කතරගම දෙවිඳුන් වෙතටය.,කතරගම දෙවිඳුන් වෙතටය.,0.0,0,0,0,3,exact_match
ගාථාව වැරැදියි.,ගාථාව වැරැදියි.,0.0,0,0,0,2,exact_match
එසේ නම් එවන් කෙනෙකු රැවටීමට,එසේ නම් එවන් කෙනෙකු රැවටීමට,0.0,0,0,0,5,exact_match
ජාතිවාදයට නැඹුරු කරන්නේ පාලකයන් බවයි,ජාතිවාදයට නැඹුරු කරන්නේ පාලකයන් බවයි,0.0,0,0,0,5,exact_match
ඒත් භාග්‍යාව,ඒත් භාග්‍යාව,0.0,0,0,0,2,exact_match
සිදුවන්නේ මහත් සෙතකි.,සිදුවන්නේ මහත් සෙතකි.,0.0,0,0,0,3,exact_match
ඔබට හොඳ අනාගතයක් තියෙනවා,ඔබට හොඳ අනාගතයක් තියෙනවා.,0.0,0,0,0,4,exact_match
බැරි වුණා නේ.,බැරි වුණා නේ,0.0,0,0,0,3,exact_match
කුඩා දරුවන් ලෙසින් රඟපෑ,කුඩා දරුවන් ලෙසින් රඟපෑ,0.0,0,0,0,4,exact_match
පිළිගනු නොලබන අතර,පිළිගනු නොලබන අතර,0.0,0,0,0,3,exact_match
එදා පුවත්පත් තීරුවට සාපේක්ෂ ව,එදා පුවත්පත් තීරුවට සාපේක්ෂ ව,0.0,0,0,0,5,exact_match
ඔහුගේ කවි රස විඳිය හැකියි.,ඔහුගේ කවි රස විඳිය හැකියි.,0.0,0,0,0,5,exact_match
සිවුරු හැරීම,සිවුරු හැරීම,0.0,0,0,0,2,exact_match
මේ සියල්ල එක් වූ කල්හි,මේ සියල්ල එක් වූ කල්හි,0.0,0,0,0,5,exact_match
ඒත් එකේ හරහට ඉන්නේ,ඒත් එකේ හරහට ඉන්නේ,0.0,0,0,0,4,exact_match
ඒත් මගේ පරක්කුව නිසා,ඒත් මගේ පරක්කුව නිසා,0.0,0,0,0,4,exact_match
මට ෆේක් බුකියේ වෙච්ච අල කලංචියක් කියාගෙන,මට ෆේක් බුකියේ වෙච්ච අල කලංචියක් කියාගෙන,0.0,0,0,0,7,exact_match
උඹට පල්ලියේ ලෙබ්බේ උගන්නලා තියෙන්නේ බාගෙට,උඹට පල්ලියේ ලෙබ්බේ උගන්නලා තියෙන්නේ බාගෙට,0.0,0,0,0,6,exact_match
