reference,prediction
උඹ කතෝලික ක්‍රිස්තියානි හරි මුස්ලිම් හරි කියපන් අපිට මොකද?,උඹ කතෝලික ක්‍රිස්තියානි හරි මුස්ලිම් හරි කියපන් අපිට මොකද?
සැපදායි ජීවන තත්ත්වයක් ලැබීම සඳහා,සැපදායි ජීවන තත්ත්වයක් ලැබීම සඳහා
අවවාද කරන්නේ,අවවාද කරන්නේ
අඩුකරලා දාන්න පුළුවන්කම ඇතිවෙනවා.,අඩුකරලා දාන්න පුළුවන්කම ඇතිවෙනවා
එහෙත් ඌ බිහිසුණු ඇමේසන් ගඟ දිගේ,එහෙත් ඌ බිහිසුණු ඇමේසම් ගඟ දිගේ
අපි සමහර වචන පාවච්චි නොකරන්නේ.,අපි සමහර වචන පාවච්චි නොකරන්නේ.
චතුරාර්ය සත්‍යය අවබෝධ කරගත හැකිය.,චතුරාර්ය සත්‍යය අවබෝධ කර ගත හැකිය.
බැංකුවෙ මැනේජර්ගෙ තට්ටෙ දැකලා,බැංකුවෙ මැනේජර්ගෙ තට්ටෙ දැකලා
හදන්න විශේෂ තැනක් අවශ්‍ය නැ නේද?,හදන්න විශේෂ තැනක් අවශ්‍ය නෑ නේද?
සාමාන්‍ය බැතිමතුන්ගේ ආගමික ක්‍රියාවක් ලෙස,සාමාන්‍ය බැතිමතුන්ගේ ආගමික ක්‍රියාවක් ලෙස
අහන්න වෙන්නේ වත්මන් ජනාධිපතිතුමාටයි,අහන්න වෙන්නේ වත්මන් ජනාධිපතිතුමාටයි
කාවන්තිස්ස රජතුමාගේ දියණියන් දෙදෙනෙක්,කාවන්තිස්ස රජතුමාගේ දියණියන් දෙදෙනෙක්
අසාමාන්‍ය ඇදහිය නොහෙන,අසාමාන්‍ය ඇදහිය නොහෙන
සුවිශේෂතාවය නම්,සුවිශේෂතාවය නම්
ඉතින් කියන්න ඕන නැහැනෙ.,ඉතින් කියන්න ඕන නැහැනෙ.
ඊට පස්සේ තාපසයාගෙ චරිතය,ඊට පස්සේ තාපසයාගේ චරිතය
ඔවුන් පෙන්වා දී ඇත.,ඔවුන් පෙන්වා දී ඇත.
ඔබට මාව හමුවෙන්න පුළුවන්.,ඔබට මාව හමුවෙන්න පුළුවන්.
එය හේතුඵල දහමට අනුව,එය හේතුඵල දහමට අනුව
පසුකොට අදත් සාධු ජන වන්දනාව,පසුකොට අදත් සාධු ජන වන්දනාව
යතුරුපැදියක පිටුපසින් පැමිණි ඔහු තමයි,යතුරුපැදියක පිටුපසින් පැමිණි ඔහු තමයි
මට හිතෙන දේ එපැයි කියන්න.,මට හිතෙන දේ එපැයි කියන්න.
මරදානේ දී මඟීන් දෙන්නකුට ගහලා,මරදානේදී මගීන් දෙන්නකුට ගහලා
මේ කරන සේවය ඉහළින් ම අගය කරනවා.,මේ කරන සේවය ඉහලින්ම අගය කරනවා.
එවකට රටෙහි පැවැති අධ්‍යාපන තත්ත්වය,එවකට රටෙහි පැවැති අධ්‍යාපන තත්වය
ඉතා පැහැදිලිවයි,ඉතා පැහැදිලිවයි.
එම අවස්ථාවේ දී මහා සංඝ රත්නය,එම අවස්ථාවේදී මහා සංඝරත්නය
මේ අනුව පැන් කළ හත,මේ අනුව පැන් කළ හත
ඔන්න දීලා කලින් කොටස නම්,ඔන්න දීලා කලින් කොටස නම්
ප්‍රතික්ෂේප කරන බව,ප්‍රතික්ෂේප කරන බව
පිළිගත නොහැකි කාරණයකි.,පිළිගත නොහැකි කාරණයකි.
බහුතරයක් දේශකයන් වහන්සේලා ද පවසන්නේ,බහුතරයක් දේශකයන් වහන්සේලා ද පවසන්නේ
අදත් ඖෂධ කන්ද නැමති ස්ථානයක්,අදත් ඖෂධ කන්ද නැමැති ස්ථානයක්
එයාට හරි වේදනාවක් ආවා.,එයාට හරි වේදනාවක් ආවා.
යම් යම් ඉඟියක් ලැබෙයි,යම් යම් ඉඟියක් ලැබේ.
මොහු මේ සම්බන්ධයෙන්,මොහු මේ සම්බන්ධයෙන්
අඩුම තරමින් එකම එක පළතුරක්වත්,අඩුම තරමින් එකම එක පළතුරක්වත්
යම්තාක් තොරතුරු ප්‍රමාණයක් ලබාදේ.,යම්තාක් තොරතුරු ප්‍රමාණයක් ලබාදේ.
එමඟින් විවිධ දුරාචාර විෂයෙහි,එමගින් විවිධ දුරාචාර විෂයෙහි
වඩාත් නිවැරැදි පිළිතුර තෝරා,වඩාත් නිවැරැදි පිළිතුර තෝරා
කොල්ලන්ට නම්,කොල්ලන්ට නම්
සම්බුදුරජාණන් වහන්සේ නමකගේ අසිරිමත් දම් දෙසුම්,සම්බුදුරජාණන් වහන්සේ නමකගේ අසිරිමත් දම් දෙසුම්
ඉතින් ඔබ කේන්ති ගන්න එපා.,ඉතින් ඔබ කේන්ති ගන්න එපා
ලෝකයේ ඇත්තේ ඉතාම අතලොස්සකි,ලෝකයේ ඇත්තේ ඉතාම අතලොස්සකි
සාපේක්ෂ ව වඩා නිවැරදි බැවින්,සාපේක්ෂව වඩා නිවැරදි බැවින්
මේ වගේ දේවල් විසඳගන්න බෑ.,මේවගේ දේවල් විසඳගන්න බෑ.
ඒකෙන් මාව,ඒකෙන් මාව
බිමට හෙලූ දෙනෙතින් ම,බිමට හෙලූ දෙනෙතින්ම
පළමු වන විත්තිකරු තමා,පළමු වන විත්තිකරු තමා
අහිංසක සතුන් ගොඩාක් අපේ,අහිංසක සතුන් ගොඩක් අපේ
