reference,prediction
ගන්නෙ බටහිර බෙහෙත්.,ගන්නෙ බටහිර බෙහෙත්
අපට ඒ හිඩැසට තැනක් ලැබුනු අතර,අපට ඒ ඉඩ සැට තැනක් ලැබුණු අතර
සැවොම එක් ව බ්ලොග් කියවන්න,සැවොම එක් ව බ්ලොග් කියවන්න
එහෙම වෙලාවට තමයි,එහෙම වෙලාවට තමයි
පහසුවෙන් යන්න පුළුවන් වේවි ද කියල.,පහසුවෙන් යන්න පුළුවන් වේවි ද කියල.
එහෙම තමයි අටවන කොටස,එහෙම තමයි අට වන කොටස
යථාවාදි තථාකාරි යථාකාරි තථාවාදි ගුණයයි.,යථාවාදී තථාකාරී යථාකාරී තථාකාධි ගුණයයි.
මෙවැනි අවස්ථාවට පිහිට පැමිණෙන්නේ,මෙවැනි අවස්ථාවට පිහිට පැමිණෙන්නේ
ඉදිකර ඇති මාර්ග පද්ධතිය,ඉදිකර ඇති මාර්ග පද්ධතිය
හැබැයි ඒක එහෙමයි කියලා,හැබැයි ඒක එහෙමයි කියලා
බෙංගාල බොක්කේ අභ්‍යවකාශ මධ්‍යස්ථානයෙන්,බෙංගාල බොක්කේ අභ්‍යවකාශ මධ්‍යස්ථානයෙන්
අපි පොඩි කාලේ වගේම තමයි,අපි පොඩි කාලේ වගේම තමයි
විදර්ශනා භාවනාව පිළිබඳ ව,විදර්ශනා භාවනාව පිළිබඳ ව
ඒ වගේම මේ සරත් සමයේ ඇරඹුණු,ඒ වගේම මේ සරත් සමයේ ඇරඹුණු
ඇයි අප්පා මේ සේනාවක් හදන්න යන්නේ.,ඇයි අප්පා මේ සේනාවක් හදන්න යන්නේ
නම් විශ්වාස කළ හැකි ය,නම් විශ්වාස කළ හැකිය.
මාධ්‍ය බබාලට කියන්න සිදු විය,මාධ්‍ය බබාලට කියන්න සිදු විය
ආදර කතාවත් නාට්‍යයට ඇතුළත් වේ.,ආදර කතාවත් නාට්‍යයට ඇතුළත් වේ.
ත්‍රස්තවාදය නැතිකරලා,ත්‍රස්තවාදය නැතිකරලා
ඉතුරු ඇත්තේ හදිසි අවස්ථාවල දී,ඉතුරු ඇත්තේ හදිසි අවස්ථාවල දී
මත්කුඩු සිද්ධිය සම්බන්ධ ව,මත්කුඩු සිද්ධිය සම්බන්ධ ව
මේකට උත්තර දෙන්න ගියොත්,මේකට උත්තර දෙන්න ගියොත්
එහෙත් සමහර අවස්ථාවල දී,එහෙත් සමහර අවස්ථාවල දී
ස්වාමීනී නාදිකාවෙහි සිටි,ස්වාමීනි නාදිකාවෙහි සිටී
කරුණු කාරණා පැහැදිලි කරනු ලැබූහ.,කරුණු කාරණා පැහැදිලි කරනු ලැබූහ
පලතුරු යුෂ පානය කළ හැකිය.,පලතුරු විෂ පානය කළ හැකිය.
සැම්සන් මහත්තයා හම්බ වෙන්ඩ,සැම්සන් මහත්තයා හමුදුරුවෙන් ද
ගුවන් නියමුවන් දෙදෙනා,ගුවන් නියමුවන් දෙදෙනා
ඉන්දියාවටත් රහසක් වෙන මේ මෙහෙයුම,ඉන්දියාවටත් රහසක් වෙන මේ මෙහෙයුම
ජීන්ස් කලිසම් ඇඳීම තහනම් කෙළේය.,ගින්ස් කලිසම් ඇඳීම තහනම් කළේය.
පවසන්නේ අවබෝධයෙනැයි කීමට,පවසන්නේ අවබෝධය කීමට
ඒක තමා අල්ලාහ් දෙවියන්ගේ,ඒක තමා අල්ලාක් දෙවියන්ගේ
අනික මචෝ මට මතක හැටියට,අනික මචෝ මට මතක හැටියට
ගස් ගැන කතා කරද්දි,ගස් ගැන කතා කරද්දි
හැකි තරම් කාලය ගත කර,හැකි තරම් කාලය ගතකර
සැලසුම ප්‍රශ්න කරන කෙනෙක් ඉන්නවා.,පැළැසුම ප්‍රශ්න කරන කෙනෙක් ඉන්නවා.
අවුරුදු උළෙල අවසානයේ,අවුරුදු උළෙල අවසානයේ
මේ අයවැය යෝජනා ගැන,මේ අයවැය යෝජනා ගැන
එම සෑයට තුන් දහසක් පමණ වූ,එම සෑයට තුන්දහසක් පමණ වූ
නැග්ගා ම තමයි පිහිනුම් තටාකය තියෙන්නේ,නැත්ගා ම තමයි පිහිනුම් තටාකය තියෙන්නේ.
වැඩි දුරටත් සංගීතය විධිමත් ව හදාරන්න උපදෙස් දුන්නා,වැඩිදුරටත් සංගීතය විධිමත් ව හදාරන් උපදෙස් දුන්නා.
ලන්දේසීන් අප රට පාලනය කරන අවදියේ,ලන්දේසීන් අප රට පාලනය කරන අවධියේ
එක්දාස් නවසිය හැට තුනේ මාර්තු මාසෙ තිස් එක් වැනි දා,1963 මාර්තු මාසේ තිස් එක් වැනි දා
ඉදිරිපත් කර තිබේ.,ඉදිරිපත් කර තිබේ.
මෙහි සදහන් කලයුතුම තවත් කාරණයක් ද ඇත,මෙහි සඳහන් කලයතුම තවත් කාරණයක් ද ඇත.
නූගත් දේශපාලකයකු,නූගත් දේශපාලකයෝ
තනිය ම සැලැස්ම අඳිනවා,තනිය ම සැලැස්ම අඳිනවා
ථීනමිද්ධය නිසා බලවත් ලෙස පීඩා වින්දා.,තිහින මිත්‍රය නිසා බලවත් ලෙස පීඩා වින්දා
සිතුවත් එය එසේ නොවී ය,සිතුවත් එය එසේ නොවී ය
